age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,zscores
29,blue-collar,single,secondary,no,1472,no,no,cellular,18,may,246,2,-1,0,unknown,no,0.036038619060030835
40,retired,married,primary,no,407,yes,no,unknown,7,may,502,1,-1,0,unknown,no,-0.3137458432128286
36,blue-collar,married,primary,no,272,no,no,unknown,11,jun,222,2,-1,0,unknown,no,-0.35808471871220515
47,management,single,tertiary,no,275,no,no,cellular,8,aug,82,2,-1,0,unknown,no,-0.3570994103677746
46,services,single,secondary,no,897,yes,no,telephone,18,nov,82,2,-1,0,unknown,no,-0.15281214695583226
24,entrepreneur,single,secondary,no,69,yes,no,cellular,18,may,35,3,-1,0,unknown,no,-0.4247572500186751
41,self-employed,divorced,tertiary,no,4717,yes,no,cellular,19,nov,182,2,-1,0,unknown,no,1.101813811619119
33,management,married,tertiary,no,2071,no,no,cellular,8,aug,106,2,-1,0,unknown,no,0.23277185183133864
27,admin.,single,secondary,no,1408,no,no,cellular,27,may,242,2,-1,0,unknown,no,0.015018707712178246
30,technician,single,secondary,no,276,no,yes,cellular,25,aug,159,5,-1,0,unknown,no,-0.3567709742529644
52,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,125,1,-1,0,unknown,no,-0.4474193419405787
34,technician,single,tertiary,no,612,no,no,cellular,28,aug,81,1,95,1,failure,no,-0.24641643967673832
28,technician,single,secondary,no,113,no,no,cellular,30,apr,108,1,-1,0,unknown,no,-0.41030606096702643
44,housemaid,married,secondary,no,192,no,no,unknown,11,jun,232,2,-1,0,unknown,no,-0.3843596078970209
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,295,4,187,6,success,yes,0.16248652326195656
38,management,married,tertiary,no,-70,yes,no,cellular,30,jan,140,1,2,3,other,no,-0.47040986997729245
36,blue-collar,married,secondary,no,0,yes,no,telephone,19,nov,52,2,-1,0,unknown,no,-0.4474193419405787
45,management,married,tertiary,no,1309,no,no,cellular,2,jul,367,1,-1,0,unknown,yes,-0.017496467654031227
27,unemployed,married,secondary,no,724,yes,yes,cellular,17,apr,200,3,-1,0,unknown,no,-0.2096315948179963
30,blue-collar,single,primary,no,3195,yes,yes,cellular,25,jul,134,1,-1,0,unknown,no,0.6019340448779997
61,blue-collar,married,primary,no,5,no,no,cellular,6,aug,562,2,94,3,success,yes,-0.4457771613665277
49,blue-collar,single,primary,no,87,yes,no,telephone,14,may,162,2,-1,0,unknown,no,-0.4188453999520916
32,technician,single,tertiary,no,1190,yes,no,cellular,8,aug,131,4,-1,0,unknown,no,-0.05658036531644463
35,blue-collar,married,primary,yes,0,yes,no,unknown,7,may,292,1,-1,0,unknown,no,-0.4474193419405787
34,blue-collar,single,primary,no,464,yes,no,cellular,18,may,173,1,299,2,other,no,-0.2950249846686474
44,services,married,secondary,no,5780,yes,no,cellular,1,apr,525,2,-1,0,unknown,no,1.4509414016623579
41,technician,married,tertiary,no,0,no,no,unknown,20,jun,95,1,-1,0,unknown,no,-0.4474193419405787
51,services,married,unknown,no,6451,no,no,telephone,19,nov,66,2,-1,0,unknown,no,1.6713220347
47,blue-collar,married,secondary,no,912,no,no,telephone,28,jul,118,9,-1,0,unknown,no,-0.1478856052336793
54,management,married,tertiary,no,284,yes,yes,telephone,15,may,65,5,-1,0,unknown,no,-0.3541434853344828
53,blue-collar,single,primary,no,354,yes,no,cellular,29,jan,133,1,226,2,failure,no,-0.33115295729776906
28,entrepreneur,single,tertiary,no,224,yes,no,cellular,18,may,567,2,-1,0,unknown,no,-0.37384965222309463
42,technician,married,secondary,no,-113,yes,yes,cellular,29,jul,32,5,-1,0,unknown,no,-0.4845326229141309
37,services,single,secondary,no,174,yes,no,cellular,2,feb,134,1,271,2,failure,no,-0.39027145796360446
46,blue-collar,married,primary,no,333,yes,no,cellular,31,jul,284,4,-1,0,unknown,no,-0.3380501157087832
30,blue-collar,married,secondary,no,1171,yes,no,cellular,17,apr,45,7,324,2,failure,no,-0.06282065149783837
29,admin.,married,secondary,no,5605,yes,no,unknown,28,may,117,2,-1,0,unknown,no,1.3934650815705736
52,housemaid,divorced,secondary,no,131,yes,yes,cellular,11,may,87,1,-1,0,unknown,no,-0.4043942109004429
48,housemaid,married,primary,no,627,yes,no,unknown,27,may,21,5,-1,0,unknown,no,-0.24148989795458536
48,blue-collar,married,secondary,no,320,yes,yes,cellular,4,feb,118,1,-1,0,unknown,no,-0.34231978520131573
55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,205,1,-1,0,unknown,no,-0.40209515809677154
48,self-employed,married,secondary,no,252,no,no,cellular,7,jul,261,5,-1,0,unknown,no,-0.36465344100840913
37,blue-collar,married,secondary,no,456,no,yes,telephone,10,jul,85,6,-1,0,unknown,no,-0.297652473587129
38,technician,single,unknown,no,1923,no,no,cellular,30,jul,331,4,-1,0,unknown,no,0.18416330683942952
28,technician,single,secondary,no,417,yes,yes,cellular,7,may,188,2,366,2,other,no,-0.3104614820647267
44,technician,married,secondary,no,0,no,no,unknown,2,jun,302,1,-1,0,unknown,no,-0.4474193419405787
44,blue-collar,married,secondary,no,1944,yes,no,unknown,14,may,222,5,-1,0,unknown,no,0.19106046525044365
35,technician,divorced,secondary,no,2047,yes,no,cellular,1,oct,66,1,-1,0,unknown,no,0.22488938507589393
34,admin.,married,secondary,no,642,yes,no,cellular,17,apr,351,1,-1,0,unknown,no,-0.2365633562324324
27,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,203,1,-1,0,unknown,no,-0.39881079694866955
24,unemployed,single,secondary,no,2696,no,no,cellular,7,sep,107,2,-1,0,unknown,no,0.43804442358771156
39,admin.,married,secondary,no,224,no,no,unknown,18,jun,421,2,-1,0,unknown,no,-0.37384965222309463
35,technician,single,secondary,no,920,yes,no,cellular,11,aug,159,2,286,6,failure,no,-0.14525811631519772
31,services,married,secondary,no,203,no,no,cellular,9,jul,359,1,-1,0,unknown,no,-0.38074681063410876
32,management,single,tertiary,no,26,no,no,cellular,10,jul,55,6,-1,0,unknown,no,-0.43888000295551355
36,services,married,secondary,no,2153,no,no,unknown,11,jun,181,2,-1,0,unknown,no,0.2597036132457748
27,technician,single,tertiary,no,149,no,yes,cellular,30,jan,283,1,-1,0,unknown,no,-0.39848236083385935
36,blue-collar,married,secondary,no,3266,yes,no,cellular,21,nov,94,1,-1,0,unknown,no,0.6252530090295236
44,technician,married,secondary,no,533,yes,no,cellular,8,may,153,4,171,3,failure,no,-0.27236289274674386
61,retired,married,secondary,no,313,no,yes,unknown,3,jul,42,1,-1,0,unknown,no,-0.3446188380049871
43,services,married,secondary,no,-45,yes,yes,cellular,3,feb,140,3,-1,0,unknown,no,-0.4621989671070375
47,management,married,tertiary,no,393,yes,yes,cellular,21,jul,419,2,-1,0,unknown,no,-0.31834394882017136
43,blue-collar,married,secondary,no,620,yes,no,cellular,13,may,46,4,-1,0,unknown,no,-0.24378895075825674
48,admin.,divorced,secondary,no,83,yes,no,cellular,13,may,1101,1,-1,0,unknown,yes,-0.42015914441133234
32,blue-collar,married,secondary,no,435,yes,no,cellular,17,apr,456,1,331,1,failure,no,-0.3045496319981431
44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,-1,0,unknown,yes,-0.09960549635658039
33,blue-collar,married,primary,no,925,no,no,cellular,20,nov,884,3,-1,0,unknown,no,-0.14361593574114676
66,housemaid,divorced,primary,no,3701,no,no,telephone,3,mar,834,1,-1,0,unknown,yes,0.7681227189719593
42,technician,divorced,secondary,no,37,no,no,cellular,28,aug,28,16,-1,0,unknown,no,-0.4352672056926014
39,blue-collar,married,secondary,no,98,no,no,cellular,31,jul,119,1,-1,0,unknown,no,-0.4152326026891794
47,self-employed,married,tertiary,no,2303,yes,no,cellular,6,may,323,2,364,1,failure,no,0.3089690304673043
28,services,divorced,secondary,no,9,yes,no,cellular,4,feb,306,1,-1,0,unknown,no,-0.4444634169072869
20,student,married,unknown,no,292,no,no,cellular,5,aug,385,2,93,1,failure,yes,-0.35151599641600123
28,services,married,secondary,no,0,yes,no,cellular,5,may,334,1,355,6,failure,no,-0.4474193419405787
39,blue-collar,married,primary,no,981,yes,no,unknown,7,may,294,1,-1,0,unknown,no,-0.12522351331177572
46,blue-collar,married,primary,no,1227,no,no,telephone,28,jan,157,3,-1,0,unknown,no,-0.04442822906846735
44,technician,divorced,secondary,no,752,yes,no,unknown,30,may,363,3,-1,0,unknown,no,-0.20043538360331078
35,blue-collar,single,secondary,no,-257,yes,no,unknown,30,may,312,7,-1,0,unknown,no,-0.5318274234467992
42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,186,1,success,yes,1.2965764277015657
46,housemaid,married,primary,no,103,no,no,unknown,9,jun,186,1,-1,0,unknown,no,-0.4135904221151284
35,management,single,tertiary,no,75,no,no,cellular,21,aug,122,5,-1,0,unknown,no,-0.4227866333298139
46,blue-collar,single,primary,no,259,no,yes,cellular,31,jul,652,7,-1,0,unknown,no,-0.36235438820473775
49,technician,married,secondary,no,3392,no,no,cellular,13,aug,272,2,-1,0,unknown,no,0.6666359594956085
50,blue-collar,married,primary,no,0,yes,no,cellular,11,may,503,3,339,2,failure,no,-0.4474193419405787
46,technician,divorced,tertiary,no,-243,no,yes,cellular,18,jul,251,5,-1,0,unknown,no,-0.5272293178394565
37,services,married,secondary,no,741,yes,no,unknown,2,jun,88,2,-1,0,unknown,no,-0.20404818086622295
30,blue-collar,married,secondary,no,5143,yes,yes,unknown,20,may,236,2,-1,0,unknown,no,1.2417275965282628
56,retired,married,primary,no,334,no,no,cellular,6,aug,128,2,-1,0,unknown,no,-0.337721679593973
47,blue-collar,married,secondary,no,-18,no,yes,cellular,22,aug,155,2,-1,0,unknown,no,-0.4533311920071622
32,blue-collar,single,unknown,no,258,yes,no,cellular,18,may,291,2,-1,0,unknown,no,-0.3626828243195479
56,admin.,married,primary,no,3562,no,no,cellular,2,jul,229,1,-1,0,unknown,no,0.7224700990133419
50,management,single,tertiary,no,4666,no,no,cellular,19,nov,11,3,166,3,other,no,1.085063569763799
50,technician,married,secondary,no,1130,yes,no,cellular,23,jul,119,2,-1,0,unknown,no,-0.07628653220505643
37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no,-0.2864856456835823
37,blue-collar,married,primary,no,53,yes,no,unknown,19,may,467,4,-1,0,unknown,no,-0.43001222785563825
36,blue-collar,single,secondary,no,2390,yes,no,unknown,20,may,446,12,-1,0,unknown,no,0.3375429724557914
51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,yes,-0.34987381584195026
45,blue-collar,married,primary,no,789,no,yes,cellular,29,jan,79,1,-1,0,unknown,no,-0.1882832473553335
29,admin.,married,secondary,no,36,yes,no,unknown,28,may,126,1,-1,0,unknown,no,-0.4355956418074116
49,technician,married,tertiary,no,-129,yes,no,cellular,8,may,240,1,-1,0,unknown,no,-0.48978760075109407
47,retired,married,primary,no,197,no,no,unknown,18,jun,57,2,-1,0,unknown,no,-0.3827174273229699
45,technician,married,primary,no,-322,no,no,unknown,9,jun,225,2,-1,0,unknown,no,-0.553175770909462
31,services,single,secondary,no,183,yes,no,cellular,11,jul,60,2,-1,0,unknown,no,-0.3873155329303127
59,services,married,secondary,no,-22,yes,no,unknown,26,may,748,3,-1,0,unknown,yes,-0.45464493646640297
35,management,single,secondary,no,329,no,no,cellular,23,jul,375,8,-1,0,unknown,no,-0.33936386016802395
77,management,married,tertiary,no,5619,no,no,cellular,25,mar,189,1,-1,0,unknown,no,1.3980631871779163
55,services,married,secondary,no,76,no,no,cellular,5,aug,356,1,-1,0,unknown,no,-0.4224581972150037
55,retired,married,primary,no,150,no,no,cellular,8,jul,124,1,-1,0,unknown,no,-0.39815392471904915
35,admin.,single,secondary,no,-67,no,yes,cellular,21,jul,84,1,-1,0,unknown,no,-0.46942456163286184
37,management,married,primary,no,3953,yes,no,cellular,6,apr,610,2,138,1,failure,no,0.8508886199041288
21,services,single,secondary,no,3033,yes,no,cellular,6,may,347,1,-1,0,unknown,no,0.5487273942787478
52,management,married,tertiary,no,499,no,no,cellular,6,aug,115,4,-1,0,unknown,no,-0.28352972065029053
38,admin.,divorced,secondary,no,1533,yes,no,cellular,12,may,366,1,172,4,success,no,0.05607322206345283
36,management,married,secondary,no,10,no,yes,unknown,28,may,310,2,-1,0,unknown,no,-0.4441349807924767
25,entrepreneur,married,tertiary,no,37,yes,yes,unknown,8,may,453,2,-1,0,unknown,no,-0.4352672056926014
37,blue-collar,single,secondary,no,2469,yes,no,cellular,7,may,232,1,-1,0,unknown,no,0.36348942552579694
40,admin.,single,secondary,no,142,no,yes,unknown,20,jun,14,3,-1,0,unknown,no,-0.4007814136375307
56,management,married,primary,yes,-255,yes,no,telephone,11,may,9,5,-1,0,unknown,no,-0.5311705512171788
35,services,married,secondary,no,-50,no,no,cellular,2,feb,71,1,-1,0,unknown,no,-0.46384114768108853
29,unemployed,married,tertiary,no,111,yes,no,cellular,14,may,216,1,-1,0,unknown,no,-0.41096293319664684
34,management,married,tertiary,no,0,no,no,cellular,15,apr,125,2,-1,0,unknown,no,-0.4474193419405787
37,admin.,married,tertiary,no,3221,no,no,cellular,15,jun,379,2,376,13,other,yes,0.6104733838630648
27,management,single,tertiary,no,1995,yes,no,unknown,28,may,239,2,-1,0,unknown,no,0.2078107071057637
37,blue-collar,married,secondary,no,395,yes,no,cellular,17,apr,157,2,-1,0,unknown,no,-0.317687076590551
34,blue-collar,married,secondary,no,34,no,no,cellular,30,jan,379,1,-1,0,unknown,no,-0.43625251403703197
38,blue-collar,married,primary,no,635,yes,no,unknown,3,jun,157,2,-1,0,unknown,no,-0.23886240903610378
59,retired,married,secondary,no,3,no,no,unknown,17,jun,1199,2,-1,0,unknown,no,-0.4464340335961481
43,blue-collar,married,primary,no,823,yes,no,telephone,7,may,174,12,-1,0,unknown,no,-0.1771164194517868
31,technician,married,secondary,no,465,yes,no,cellular,12,may,259,3,-1,0,unknown,no,-0.2946965485538372
46,admin.,divorced,secondary,no,2515,yes,yes,unknown,15,may,65,1,-1,0,unknown,no,0.37859748680706595
31,admin.,single,secondary,no,3950,yes,no,cellular,21,nov,529,1,-1,0,unknown,yes,0.8499033115596982
29,self-employed,single,tertiary,no,270,yes,no,cellular,14,jan,110,7,252,4,failure,no,-0.35874159094182556
32,technician,married,secondary,no,0,yes,no,unknown,6,may,176,2,-1,0,unknown,no,-0.4474193419405787
25,admin.,single,secondary,no,122,yes,no,unknown,6,may,286,1,-1,0,unknown,no,-0.4073501359337347
46,management,married,tertiary,no,71,yes,no,cellular,19,aug,220,4,-1,0,unknown,no,-0.4241003777890547
58,unemployed,married,secondary,no,687,yes,no,cellular,30,apr,341,2,-1,0,unknown,yes,-0.22178373106597354
22,services,single,secondary,no,250,yes,no,cellular,18,may,117,3,-1,0,unknown,no,-0.3653103132380295
55,unemployed,married,secondary,no,1161,yes,no,cellular,28,jan,134,2,-1,0,unknown,no,-0.06610501264594033
29,management,married,tertiary,no,7832,yes,no,unknown,27,may,304,2,-1,0,unknown,no,2.1248923092528815
33,admin.,single,tertiary,no,102,no,no,cellular,28,dec,83,4,-1,0,unknown,no,-0.4139188582299386
31,technician,married,secondary,no,1951,yes,no,cellular,21,jul,519,2,-1,0,unknown,no,0.19335951805411503
54,blue-collar,married,secondary,no,2957,yes,no,unknown,4,jun,392,2,-1,0,unknown,no,0.5237662495531729
30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,75,4,258,1,failure,no,0.7917701192382933
34,management,divorced,tertiary,no,221,no,no,cellular,8,aug,150,2,-1,0,unknown,no,-0.3748349605675252
34,services,divorced,secondary,no,380,yes,yes,cellular,25,jul,102,2,-1,0,unknown,no,-0.3226136183127039
26,blue-collar,single,secondary,no,18,yes,no,cellular,28,jul,579,3,-1,0,unknown,no,-0.44150749187399513
27,student,single,secondary,no,672,no,no,cellular,18,mar,236,2,-1,0,unknown,no,-0.2267102727881265
35,technician,single,secondary,no,1467,yes,yes,cellular,7,may,381,1,-1,0,unknown,no,0.03439643848597985
43,blue-collar,married,secondary,no,85,yes,no,cellular,20,apr,42,3,279,5,other,no,-0.41950227218171193
50,management,married,secondary,no,633,no,yes,telephone,17,nov,302,1,111,6,failure,no,-0.23951928126572417
26,technician,single,secondary,no,2002,no,no,cellular,29,jan,146,1,-1,0,unknown,yes,0.21010975990943506
59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,no,-0.4037373386708225
50,technician,divorced,secondary,no,376,no,no,cellular,27,aug,142,3,-1,0,unknown,no,-0.3239273627719447
38,blue-collar,single,primary,no,2198,no,no,cellular,9,feb,269,2,-1,0,unknown,no,0.2744832384122336
53,retired,married,secondary,no,1139,yes,no,unknown,16,may,107,6,-1,0,unknown,no,-0.07333060717176466
40,services,married,secondary,no,-345,yes,no,cellular,24,jul,39,2,-1,0,unknown,no,-0.5607298015500966
57,technician,married,secondary,no,272,no,yes,telephone,22,jul,563,1,-1,0,unknown,no,-0.35808471871220515
46,housemaid,married,primary,no,296,yes,no,unknown,20,jun,205,4,-1,0,unknown,no,-0.35020225195676047
50,blue-collar,divorced,secondary,no,2725,no,no,cellular,31,jul,71,4,-1,0,unknown,no,0.44756907091720727
39,services,married,secondary,no,2,yes,no,cellular,25,jul,174,10,-1,0,unknown,no,-0.4467624697109583
36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,774,2,301,1,failure,yes,-0.34264822131612593
35,self-employed,married,tertiary,no,8647,no,no,cellular,19,nov,140,2,-1,0,unknown,no,2.392567742823192
33,services,single,secondary,no,149,no,yes,cellular,7,jul,254,1,-1,0,unknown,no,-0.39848236083385935
29,blue-collar,married,secondary,no,43,yes,no,unknown,6,may,268,2,-1,0,unknown,no,-0.43329658900374024
44,management,married,secondary,no,3286,yes,no,cellular,18,jul,569,1,-1,0,unknown,no,0.6318217313257276
35,admin.,single,tertiary,no,153,yes,no,cellular,13,may,37,3,302,3,other,no,-0.3971686163746186
51,blue-collar,married,secondary,no,-237,yes,yes,cellular,20,apr,379,3,320,2,other,no,-0.5252587011505953
43,technician,divorced,secondary,no,-278,no,no,cellular,28,aug,103,8,-1,0,unknown,no,-0.5387245818578134
34,unemployed,married,tertiary,no,822,no,no,unknown,1,aug,11,1,-1,0,unknown,no,-0.177444855566597
28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown,yes,0.0889168335444725
53,self-employed,married,secondary,no,-488,yes,no,cellular,6,may,207,1,342,1,failure,no,-0.6076961659679546
55,management,married,secondary,no,964,no,no,cellular,3,feb,66,3,-1,0,unknown,no,-0.1308069272635491
39,entrepreneur,married,tertiary,no,2310,yes,yes,unknown,18,jun,104,1,-1,0,unknown,no,0.31126808327097566
33,technician,single,tertiary,no,1257,yes,no,cellular,22,jul,66,1,-1,0,unknown,no,-0.03457514562416145
57,retired,married,secondary,no,2714,no,no,cellular,12,aug,106,2,-1,0,unknown,no,0.4439562736542951
31,technician,divorced,secondary,no,24,no,yes,cellular,27,aug,352,2,-1,0,unknown,no,-0.43953687518513396
42,housemaid,single,primary,no,1179,yes,no,cellular,14,may,136,1,337,4,failure,no,-0.06019316257935679
39,entrepreneur,married,secondary,no,0,yes,no,unknown,15,may,171,10,-1,0,unknown,no,-0.4474193419405787
31,admin.,married,secondary,no,33,yes,no,cellular,5,may,290,2,-1,0,unknown,no,-0.4365809501518422
27,technician,single,secondary,no,126,yes,yes,cellular,5,feb,147,2,216,4,failure,no,-0.4060363914744939
27,admin.,married,secondary,no,941,yes,no,cellular,11,jul,124,1,-1,0,unknown,no,-0.1383609579041836
37,blue-collar,married,secondary,no,195,yes,no,unknown,1,jul,10,1,-1,0,unknown,no,-0.38337429955259034
35,admin.,married,secondary,no,-244,yes,yes,cellular,6,may,118,1,-1,0,unknown,no,-0.5275577539542666
44,management,married,tertiary,no,-367,yes,yes,cellular,19,nov,206,5,-1,0,unknown,no,-0.5679553960759208
48,management,divorced,tertiary,no,428,yes,no,cellular,4,may,347,2,167,2,failure,no,-0.3068486848018145
34,blue-collar,married,primary,no,0,yes,yes,unknown,20,jun,34,29,-1,0,unknown,no,-0.4474193419405787
44,technician,married,tertiary,no,184,yes,yes,cellular,5,feb,653,3,8,2,other,no,-0.3869870968155025
64,retired,married,unknown,no,679,no,no,telephone,16,nov,167,1,-1,0,unknown,yes,-0.22441121998445512
35,management,married,tertiary,no,0,yes,no,telephone,29,jul,399,12,-1,0,unknown,no,-0.4474193419405787
38,management,divorced,primary,no,2064,yes,no,cellular,11,may,296,1,-1,0,unknown,no,0.23047279902766726
50,management,divorced,tertiary,no,0,no,no,cellular,18,nov,154,1,-1,0,unknown,no,-0.4474193419405787
44,technician,divorced,unknown,no,1823,no,no,unknown,20,jun,43,2,-1,0,unknown,no,0.15131969535840986
33,management,single,tertiary,no,308,yes,no,cellular,8,aug,97,4,-1,0,unknown,no,-0.34626101857903807
56,unknown,married,unknown,no,778,no,no,unknown,20,jun,32,4,-1,0,unknown,no,-0.19189604461824566
45,management,single,tertiary,no,1411,no,no,cellular,28,may,142,3,-1,0,unknown,no,0.016004016056608835
54,entrepreneur,married,secondary,no,0,yes,no,cellular,5,may,387,2,287,1,failure,no,-0.4474193419405787
39,housemaid,married,tertiary,no,4,yes,yes,unknown,19,jun,185,1,-1,0,unknown,no,-0.4461055974813379
45,management,married,tertiary,no,0,no,no,cellular,11,aug,102,4,-1,0,unknown,no,-0.4474193419405787
42,admin.,single,tertiary,no,473,yes,no,cellular,6,apr,494,1,-1,0,unknown,no,-0.2920690596353556
25,technician,single,secondary,no,276,yes,no,unknown,12,may,268,4,-1,0,unknown,no,-0.3567709742529644
32,blue-collar,married,primary,no,8291,no,no,unknown,20,may,131,1,-1,0,unknown,no,2.2756444859507616
42,unemployed,married,secondary,no,4544,no,no,cellular,17,nov,77,2,-1,0,unknown,no,1.044994363756955
38,technician,married,secondary,no,183,yes,no,cellular,16,apr,256,3,339,2,failure,no,-0.3873155329303127
57,management,married,tertiary,no,830,yes,yes,cellular,8,may,662,1,367,1,success,yes,-0.17481736664811542
32,technician,married,tertiary,no,264,yes,no,cellular,19,aug,103,7,-1,0,unknown,no,-0.36071220763068673
41,blue-collar,married,secondary,no,4910,yes,no,cellular,3,apr,1090,1,-1,0,unknown,no,1.165201981777487
42,unemployed,married,primary,no,11,no,no,cellular,7,jul,111,3,-1,0,unknown,no,-0.4438065446776665
37,retired,married,secondary,no,-252,no,no,cellular,22,jul,438,3,-1,0,unknown,no,-0.5301852428727483
24,technician,single,secondary,no,1234,no,no,cellular,27,may,480,2,-1,0,unknown,no,-0.042129176264795974
34,technician,married,secondary,no,354,no,no,cellular,25,aug,358,3,-1,0,unknown,no,-0.33115295729776906
36,management,single,tertiary,no,86,no,no,cellular,25,aug,48,4,-1,0,unknown,no,-0.4191738360669018
28,unemployed,married,secondary,no,655,yes,no,unknown,4,jun,606,2,-1,0,unknown,no,-0.23229368673989986
29,blue-collar,single,secondary,no,202,no,no,cellular,30,jan,128,2,-1,0,unknown,no,-0.38107524674891896
37,management,married,tertiary,no,0,no,no,cellular,24,nov,187,2,-1,0,unknown,no,-0.4474193419405787
27,management,single,tertiary,no,136,no,yes,cellular,8,jul,146,1,-1,0,unknown,no,-0.4027520303263919
55,blue-collar,married,secondary,no,388,no,no,cellular,12,aug,187,2,-1,0,unknown,no,-0.3199861293942224
48,technician,divorced,tertiary,no,83,no,yes,cellular,19,aug,243,6,-1,0,unknown,no,-0.42015914441133234
41,management,divorced,tertiary,no,1,yes,no,unknown,19,jun,244,1,-1,0,unknown,no,-0.4470909058257685
37,unknown,married,unknown,no,1699,no,no,unknown,9,jun,63,1,-1,0,unknown,no,0.11059361712194547
32,services,married,secondary,no,207,yes,no,unknown,23,may,360,1,-1,0,unknown,no,-0.37943306617486794
33,technician,married,tertiary,no,575,yes,no,cellular,19,nov,76,1,-1,0,unknown,no,-0.2585685759247156
33,technician,married,secondary,no,318,yes,no,cellular,14,may,108,4,342,14,other,no,-0.34297665743093614
29,blue-collar,married,primary,no,243,no,yes,cellular,11,jul,109,2,-1,0,unknown,no,-0.36760936604170086
28,blue-collar,single,secondary,no,56,yes,no,unknown,23,may,66,1,-1,0,unknown,no,-0.42902691951120764
52,housemaid,divorced,primary,no,1697,no,no,unknown,20,jun,153,1,-1,0,unknown,no,0.10993674489232508
54,management,married,tertiary,no,7249,yes,yes,cellular,4,feb,102,2,77,1,failure,no,1.933414054318537
42,management,married,tertiary,no,298,no,no,cellular,11,oct,137,3,95,10,failure,no,-0.34954537972714006
34,blue-collar,single,secondary,no,869,no,no,cellular,31,aug,89,1,-1,0,unknown,no,-0.16200835817051776
41,admin.,married,secondary,no,1535,yes,no,cellular,12,may,261,1,363,1,success,no,0.05673009429307322
36,management,single,tertiary,no,3669,no,no,cellular,20,apr,166,1,376,1,other,no,0.757612763298033
52,management,married,tertiary,no,-542,no,no,cellular,28,aug,80,2,-1,0,unknown,no,-0.6254317161677053
35,blue-collar,married,secondary,no,344,yes,no,unknown,20,jun,11,18,-1,0,unknown,no,-0.334437318445871
32,services,married,tertiary,no,0,no,no,cellular,21,nov,80,1,-1,0,unknown,no,-0.4474193419405787
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,3,84,3,success,yes,0.08596090851118073
32,blue-collar,married,primary,no,-376,yes,no,unknown,26,may,188,1,-1,0,unknown,no,-0.5709113211092126
31,self-employed,single,tertiary,no,1820,yes,no,unknown,20,may,68,1,-1,0,unknown,no,0.15033438701397928
42,admin.,married,secondary,yes,-9,no,no,unknown,20,jun,248,1,-1,0,unknown,no,-0.4503752669738704
35,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,-1,0,unknown,yes,-0.20273443640698216
30,admin.,single,tertiary,no,253,yes,no,unknown,23,may,146,4,-1,0,unknown,no,-0.3643250048935989
33,technician,married,secondary,no,-74,yes,no,cellular,25,jul,198,4,-1,0,unknown,no,-0.4717236144365332
47,self-employed,divorced,secondary,no,510,yes,no,cellular,11,may,299,3,-1,0,unknown,no,-0.2799169233873784
34,services,married,secondary,no,7,yes,no,cellular,12,may,377,1,357,1,failure,no,-0.4451202891369073
36,admin.,single,secondary,no,587,yes,no,cellular,13,apr,239,3,-1,0,unknown,no,-0.2546273425469932
52,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,unknown,yes,-0.018481775998461816
26,admin.,single,secondary,no,96,no,no,cellular,11,aug,349,1,70,3,failure,yes,-0.4158894749187998
26,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,0,unknown,yes,-0.7387421757772231
41,services,married,secondary,no,146,yes,yes,unknown,3,jun,199,1,-1,0,unknown,no,-0.39946766917828996
42,services,single,tertiary,no,94,yes,no,cellular,10,feb,151,1,183,6,success,no,-0.4165463471484202
41,technician,married,tertiary,no,6961,no,no,cellular,8,aug,235,2,-1,0,unknown,no,1.8388244532532003
52,unemployed,married,primary,no,426,no,no,cellular,8,jun,252,5,-1,0,unknown,no,-0.3075055570314349
38,admin.,married,secondary,no,326,yes,no,cellular,17,apr,69,2,-1,0,unknown,no,-0.34034916851245456
45,technician,divorced,secondary,no,72,yes,no,cellular,31,jul,115,5,-1,0,unknown,no,-0.42377194167424453
33,management,single,tertiary,no,755,yes,no,cellular,28,aug,68,12,-1,0,unknown,no,-0.19945007525888017
56,blue-collar,married,secondary,no,241,yes,no,cellular,17,aug,97,2,-1,0,unknown,no,-0.36826623827132127
41,management,married,tertiary,no,0,no,no,cellular,17,sep,294,4,63,11,other,yes,-0.4474193419405787
22,student,single,unknown,no,549,no,no,cellular,2,sep,154,1,-1,0,unknown,no,-0.2671079149097807
